word	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
needtorelax	0	0	0	0.125	0	0	0	0
good	0	0.383	0	0	0.547	0	0.219	0.617
misspell	0.136	0	0	0	0	0	0	0
tropical	0	0	0	0	0.455	0	0	0
unthinkable	0.406	0	0.453	0.516	0	0	0	0
mandamus	0	0	0	0.359	0	0	0	0
warm	0	0	0	0	0.429	0	0	0
tough	0	0	0	0	0	0.212	0	0
exclaim	0	0	0	0	0	0	0.789	0
holidayseason	0	0	0	0	0.688	0	0	0
intervention	0	0	0	0	0	0.348	0	0
pokes	0.379	0	0	0	0	0	0	0
owing	0.221	0.516	0.203	0.188	0	0.398	0	0.289
gruff	0.351	0	0.258	0	0	0	0	0
therapeutic	0	0	0	0	0.515	0	0	0.633
importance	0	0.523	0	0	0	0	0	0
moody	0.412	0	0	0	0	0.469	0	0
obstetrician	0	0	0	0	0	0	0	0.516
aromatherapy	0	0	0	0	0.409	0	0	0
persecution	0.703	0	0.625	0.797	0	0.844	0	0
conjure	0	0.484	0	0	0	0	0.555	0
godisgreat	0	0	0	0	0.721	0	0	0
sultan	0	0	0	0.375	0	0	0	0
terms	0	0	0	0	0	0	0	0.531
incredulous	0.426	0	0.430	0	0	0	0	0
mocking	0.484	0	0.469	0	0	0.363	0	0
personalities	0	0	0	0	0	0	0	0.375
psalms	0	0	0	0	0.288	0	0	0.539
hot	0.529	0	0	0	0	0	0	0
advocacy	0.100	0.500	0	0	0.250	0	0	0.680
labor	0	0.383	0	0	0.106	0	0.281	0.414
undesired	0	0	0	0	0	0.625	0	0
found	0	0	0	0	0.258	0	0	0.484
virulence	0.712	0	0	0.625	0	0	0	0
waitinggame	0	0	0	0.188	0	0	0	0
sand	0	0	0	0	0.109	0	0	0
frustration	0.576	0	0	0	0	0	0	0
undertaker	0	0	0	0	0	0.538	0	0
secrete	0	0	0.633	0	0	0	0	0
woot	0	0	0	0	0.588	0	0	0
hydra	0	0	0	0.422	0	0	0	0
cannibalism	0	0	0.953	0	0	0	0	0
wellness	0	0	0	0	0.537	0	0	0
nervous	0	0.602	0	0.469	0	0	0	0
depart	0	0.500	0	0	0	0.234	0	0
ensemble	0	0	0	0	0	0	0	0.539
uncensured	0	0	0	0	0	0	0	0.539
dietary	0	0.352	0	0	0	0	0	0
greed	0.424	0	0.500	0	0	0	0	0
perfect	0	0.445	0	0	0.719	0	0	0.539
languishing	0	0	0	0.358	0	0.609	0	0
cautious	0	0.469	0	0.281	0	0	0	0.461
offense	0.469	0	0.500	0.422	0	0.484	0	0
incursion	0	0	0	0.531	0	0	0	0
riddle	0	0	0	0	0	0	0.422	0
sharing	0	0	0	0	0.439	0	0	0
unintentional	0	0	0	0	0	0	0.438	0
unspeakable	0	0	0	0.453	0	0	0.656	0
predicament	0	0	0	0.438	0	0	0	0
believing	0	0	0	0	0	0	0	0.727
nervouswreck	0	0	0	0.672	0	0	0	0
identify	0	0	0	0	0	0	0	0.602
shoulder	0	0	0	0	0	0	0	0.336
tiredofit	0.603	0	0	0	0	0	0	0
plight	0	0.461	0.375	0.516	0	0.621	0	0
pale	0	0	0	0	0	0.234	0	0
consternation	0.592	0	0	0.359	0	0	0	0
tuesday	0	0	0	0	0.047	0	0	0
compliance	0	0	0	0	0	0	0	0.586
boo	0	0	0	0	0	0.094	0	0
beliefs	0	0	0	0	0	0	0	0.625
volatility	0.687	0.422	0	0.578	0	0	0.695	0
disillusionment	0.375	0	0.367	0	0	0.547	0	0
doll	0	0	0	0	0.234	0	0	0
recreation	0	0.516	0	0	0.545	0	0	0
canthandleit	0	0	0	0.484	0	0	0	0
antichrist	0.656	0	0.680	0.641	0	0	0	0
massage	0	0	0	0	0.470	0	0	0
slum	0	0	0.758	0	0	0	0	0
drivel	0	0	0.414	0	0	0	0	0
objection	0.469	0	0	0	0	0	0	0
admire	0	0	0	0	0	0	0.266	0.703
laurels	0	0	0	0	0.521	0	0	0
digress	0	0.328	0	0	0	0	0	0
jubilant	0	0	0	0	0.969	0	0.578	0.492
scrutinize	0	0.320	0	0	0	0	0	0
euphoria	0	0	0	0	0.922	0	0	0
wonder	0	0	0	0	0.606	0	0.523	0
sweetness	0	0	0	0	0.833	0	0	0
award	0	0.641	0	0	0.727	0	0.352	0.523
hunter	0	0.523	0	0.562	0	0.359	0	0
deviation	0	0	0	0	0	0.422	0	0
adoration	0	0	0	0	0.688	0	0	0.523
loss	0.324	0	0	0.578	0	0.688	0	0
submit	0	0.477	0	0	0	0	0	0
phantom	0	0	0	0.538	0	0	0	0
decorating	0	0	0	0	0.303	0	0	0
contemplation	0	0.508	0	0	0	0	0	0
dismemberment	0	0	0.812	0.875	0	0.766	0	0
cannibal	0	0	0.898	0.740	0	0	0	0
memorials	0	0	0	0	0	0.453	0	0
inter	0	0	0	0	0	0.364	0	0
wasp	0	0	0	0.500	0	0	0	0
hiding	0	0	0	0.524	0	0	0	0
conscientious	0	0	0	0	0	0	0	0.641
clash	0.783	0	0	0	0	0	0	0
hangman	0	0	0	0.610	0	0	0	0
lastminute	0	0	0	0.219	0	0	0	0
celebrating	0	0.672	0	0	0.970	0	0	0
resentment	0.691	0	0.508	0	0	0.562	0	0
singing	0	0	0	0	0.591	0	0	0
sprite	0	0	0	0.125	0	0	0	0
wishing	0	0	0	0	0.406	0	0	0
unacceptable	0	0	0	0	0	0.328	0	0
recalcitrant	0.588	0	0.445	0	0	0	0	0
dogsick	0	0	0.570	0	0	0	0	0
console	0	0	0	0	0	0.531	0	0
fancy	0	0.320	0	0	0.516	0	0	0
bottom	0	0	0	0	0	0.223	0	0
matter	0	0	0	0	0	0	0	0.477
decry	0.548	0	0	0	0	0	0	0
repelling	0	0	0.594	0	0	0	0	0
honored	0	0	0	0	0.688	0	0	0.719
absent	0	0	0	0	0	0.438	0	0
phobia	0	0	0	0.719	0	0	0	0
edited	0	0	0	0	0	0	0	0.383
regrettable	0	0	0	0	0	0.509	0	0
outburst	0.757	0	0	0.547	0.176	0.531	0.859	0
fisheye	0	0	0	0	0	0	0	0.281
inexplicable	0	0	0	0	0	0	0.672	0
indestructible	0	0	0	0	0	0	0	0.695
displacency	0	0	0.414	0	0	0	0	0
defiant	0.578	0	0	0	0	0	0	0
examination	0	0	0	0.204	0	0	0.320	0
gracias	0	0	0	0	0.554	0	0	0
terrorism	0.851	0	0.734	0.969	0	0.812	0	0
compassionate	0	0	0	0	0	0	0	0.695
sceptical	0	0	0	0	0	0	0	0.227
obey	0	0	0	0.016	0	0	0	0.578
kiddos	0	0	0	0	0.344	0	0	0
jungle	0	0	0	0.219	0	0	0	0
mystic	0	0	0	0	0	0	0.375	0
shoplifting	0.258	0	0.406	0	0	0	0	0
sludge	0	0	0.648	0	0	0	0	0
bear	0.266	0	0	0.524	0	0	0	0
beg	0	0	0	0	0	0.484	0	0
messy	0	0	0.570	0	0	0	0	0
resign	0.227	0	0.234	0.453	0	0.484	0	0
closure	0	0.352	0	0	0.172	0.195	0	0
incrimination	0	0	0	0.562	0	0.545	0	0
testament	0	0.461	0	0	0	0	0	0.617
uneducated	0	0	0	0	0	0.250	0	0
sun	0	0.445	0	0	0.266	0	0.172	0.438
prologue	0	0.453	0	0	0	0	0	0
falsification	0.379	0	0	0	0	0	0	0
present	0	0.516	0	0	0.441	0	0.320	0.453
marshal	0	0	0	0	0	0	0	0.469
hero	0	0.500	0	0	0.562	0	0.344	0.773
indecisive	0.172	0	0	0.250	0	0	0	0
mucous	0	0	0.758	0	0	0	0	0
unreliable	0.344	0	0	0	0	0	0	0.172
scrapie	0.406	0	0	0.469	0	0.281	0	0
hardened	0.348	0	0.391	0.391	0	0	0	0
legalized	0.145	0	0	0.156	0.203	0	0	0.578
slippery	0	0	0	0.181	0	0	0	0
snowday	0	0	0	0	0.333	0	0	0
backwards	0	0	0.297	0	0	0	0	0
misuse	0.297	0	0	0	0	0	0	0
tantrum	0.682	0	0	0	0	0	0	0
toilet	0	0	0.594	0	0	0	0	0
bloody	0.781	0	0.555	0.781	0	0.806	0	0
breathless	0	0	0	0	0	0	0.719	0
princely	0	0.484	0	0	0.515	0	0.398	0.531
arseholes	0.719	0	0	0	0	0	0	0
leisure	0	0.547	0	0	0.515	0	0.086	0.406
bombing	0	0	0	0.938	0	0	0	0
snarling	0.697	0	0	0	0	0	0	0
insignificant	0.167	0	0	0	0	0.438	0	0
clouds	0	0	0	0	0	0.125	0	0
healthy	0	0	0	0	0.500	0	0	0
progress	0	0.703	0	0	0.397	0	0	0
indifference	0.156	0	0.203	0.250	0	0.219	0	0
contagious	0	0	0.695	0.720	0.250	0	0	0
jealous	0.470	0	0.539	0	0	0	0	0
yaaaay	0	0	0	0	0.875	0	0	0
apostolic	0	0	0	0	0	0	0	0.562
ceasefire	0	0	0	0.156	0	0	0	0
romance	0	0.594	0	0.031	0.779	0.000	0.289	0.484
cosmopolitan	0	0	0	0	0	0	0	0.367
disagreeing	0.453	0	0	0	0	0.333	0	0
falter	0	0	0	0.438	0	0	0	0
whiny	0.219	0	0	0	0	0	0	0
plaudit	0	0	0	0	0	0	0	0.383
daymade	0	0	0	0	0.514	0	0	0
parade	0	0.562	0	0.062	0.621	0	0.406	0
entertained	0	0	0	0	0.700	0	0	0
foul	0.545	0	0.734	0.250	0	0	0	0
abhor	0.816	0	0.609	0.547	0	0	0	0
commendation	0	0	0	0	0	0	0	0.594
overslept	0	0	0	0.226	0	0	0	0
aggression	0.702	0	0	0.609	0	0	0	0
biennial	0	0.367	0	0	0	0	0	0
deport	0	0	0	0.406	0	0.500	0	0
catechism	0	0	0.289	0	0	0	0	0
settlor	0	0	0	0.172	0	0	0	0
thrill	0	0.703	0	0.219	0.721	0	0.680	0
insomniac	0	0	0	0.234	0	0	0	0
attack	0.853	0	0	0.797	0	0	0	0
derision	0.500	0	0.500	0	0	0	0	0
goodfeeling	0	0	0	0	0.766	0	0	0
terrifying	0	0	0	0.906	0	0	0	0
pathetic	0	0	0.477	0	0	0.688	0	0
banger	0.424	0.383	0	0.266	0	0	0.531	0
sopissed	0.894	0	0	0	0	0	0	0
glorification	0	0	0	0	0.733	0	0	0
sarcasm	0.422	0	0.258	0	0	0.181	0	0
dreaded	0	0	0	0.703	0	0	0	0
bye	0	0.258	0	0	0	0	0	0
merriment	0	0	0	0	0.912	0	0.453	0
obstruct	0.500	0	0	0.438	0	0	0	0
adviser	0	0	0	0	0	0	0	0.688
unfair	0.571	0	0.281	0	0	0.500	0	0
turmoil	0.618	0	0	0.733	0	0.578	0	0
insolvency	0	0	0	0.391	0	0.438	0.266	0
ethereal	0	0	0	0.328	0	0	0	0
illusion	0	0	0	0	0	0	0.539	0
counsel	0	0	0	0	0	0	0	0.656
estimation	0	0	0	0	0	0	0	0.336
cringe	0	0	0.516	0.578	0	0.500	0	0
neurotic	0	0	0.531	0.703	0	0	0	0
competence	0	0	0	0	0	0	0	0.750
depression	0	0	0	0.508	0	0.925	0	0
draining	0	0	0	0	0	0.424	0	0
desires	0	0	0	0	0	0	0	0.375
perspective	0	0.492	0	0	0.221	0	0	0
birthday	0	0.633	0	0	0.691	0	0.492	0
rawr	0.375	0	0	0	0	0	0	0
socialism	0	0	0.414	0.405	0	0	0	0
gooood	0	0	0	0	0.703	0	0	0
devastating	0.561	0	0.570	0.719	0	0.875	0	0.227
wizard	0	0.406	0	0	0	0	0.469	0
mausoleum	0	0	0	0	0	0.630	0	0
wont	0	0.289	0	0	0	0	0	0
govern	0	0	0	0	0	0	0	0.547
angling	0	0.578	0	0	0	0	0	0
rook	0.203	0	0.242	0	0	0	0	0
stupidrain	0.426	0	0	0	0	0	0	0
lights	0	0	0	0	0.203	0	0	0
reconstruction	0	0.438	0	0	0	0	0	0
adultery	0	0	0.727	0	0	0.566	0	0
improvement	0	0	0	0	0.309	0	0	0.523
xxx	0	0	0	0	0	0	0	0.234
darken	0	0	0	0.471	0	0.406	0	0
government	0	0	0	0.359	0	0	0	0
prophet	0	0.523	0	0	0	0	0	0.555
treasurer	0	0	0	0	0	0	0	0.562
annoyance	0.422	0	0.320	0	0	0	0	0
disfigured	0.508	0	0.719	0.625	0	0.703	0	0
revenge	0.738	0.602	0	0.656	0	0	0.570	0
cheer	0	0.531	0	0	0.897	0	0.539	0.547
intuitively	0	0.500	0	0	0	0	0	0
neutrality	0	0	0	0	0	0	0	0.430
happyvalentinesday	0	0	0	0	0.773	0	0	0
parasite	0	0	0.789	0.578	0	0	0	0
dentist	0	0	0	0.312	0	0	0	0
unpublished	0	0.312	0	0	0	0.116	0	0
axiomatic	0	0	0	0	0	0	0	0.352
soulless	0	0	0.680	0.469	0	0.623	0	0
uplifting	0	0	0	0	0.641	0	0	0
attenuation	0	0	0	0	0	0.344	0	0
quandary	0.266	0	0	0.453	0	0	0	0
dontmess	0.576	0	0	0	0	0	0	0
font	0	0	0	0	0	0	0	0.352
unkind	0.515	0	0.406	0.312	0	0.547	0	0
sensuous	0	0	0	0	0.578	0	0	0
distressed	0	0	0	0.406	0	0	0	0
crime	0.672	0	0	0.719	0	0	0	0
disliked	0.359	0	0.336	0	0	0.576	0	0
enslaved	0.625	0	0.836	0.781	0	0.828	0	0
disapprove	0.364	0	0.344	0.380	0	0.453	0	0
fruitless	0	0	0	0	0	0.359	0	0
jerks	0.515	0	0	0	0	0	0	0
lookout	0	0.609	0	0	0	0	0	0
banishment	0.422	0	0.469	0	0	0.790	0	0
lighten	0	0	0	0	0.409	0	0	0
stillborn	0	0	0	0	0	0.830	0	0
duress	0.516	0	0.500	0.641	0	0.625	0	0
fairly	0	0	0	0	0	0	0	0.594
throne	0	0	0	0	0	0	0	0.367
authenticity	0	0	0	0	0	0	0	0.688
brrr	0.328	0	0	0	0	0	0	0
deform	0	0	0.609	0	0	0	0	0
rested	0	0	0	0	0.281	0	0	0
hypocritical	0	0	0.383	0	0	0	0	0
inoperative	0.266	0	0	0	0	0	0	0
prepared	0	0.438	0	0	0	0	0	0.703
missing	0	0	0	0.474	0	0.719	0	0
quail	0	0	0	0.203	0	0	0	0
backer	0	0	0	0	0	0	0	0.500
pulsa	0	0	0	0	0	0	0	0.320
calmness	0	0	0	0	0.422	0	0	0
combative	0.891	0	0	0.625	0	0	0	0
dark	0	0	0	0	0	0.545	0	0
gun	0.576	0	0	0.734	0	0	0	0
fighting	0.868	0	0	0	0	0	0	0
nascent	0	0.500	0	0	0	0	0	0
anthrax	0	0	0.766	0.859	0	0.600	0	0
plummet	0	0	0	0.613	0	0	0	0
believer	0	0	0	0	0	0	0	0.617
unrequited	0	0	0	0	0	0.509	0	0
purr	0	0	0	0	0.500	0	0	0.344
anarchy	0.636	0	0	0.750	0	0	0	0
theorem	0	0	0	0	0	0	0	0.445
imperfections	0	0	0	0	0	0	0	0.312
lifeless	0	0	0	0.781	0	0.797	0	0
holder	0	0	0	0	0	0	0	0.344
nurture	0.059	0.406	0.117	0.078	0.469	0	0	0.703
experience	0	0	0	0	0.375	0	0	0
void	0	0	0	0	0	0.234	0	0
depository	0	0	0	0	0	0	0	0.398
pertinent	0	0	0	0	0	0	0	0.562
defy	0.500	0	0	0.344	0	0.312	0.602	0
thump	0.469	0	0	0	0	0	0	0
abacus	0	0	0	0	0	0	0	0.406
omen	0	0.570	0	0.594	0	0	0	0
art	0	0.391	0	0	0.234	0.000	0.172	0
insect	0	0	0	0.250	0	0	0	0
elegant	0	0	0	0	0.530	0	0	0
incline	0	0	0	0	0	0	0	0.414
grades	0	0	0	0.094	0	0	0	0
stealthy	0	0.531	0	0.250	0	0	0.430	0
enroll	0	0.477	0	0	0	0	0	0.461
cozy	0	0	0	0	0.583	0	0	0
recklessness	0.391	0	0.461	0.406	0	0	0.680	0
surprisingly	0	0.617	0	0	0	0	0.875	0
incase	0.188	0	0.258	0.109	0	0.297	0	0
incense	0.656	0	0	0	0.234	0	0	0
peppermint	0	0	0	0	0.156	0	0	0
reluctance	0	0	0.234	0	0	0	0	0
ache	0	0	0	0	0	0.531	0	0
pique	0.391	0	0	0	0	0	0	0
cove	0	0.320	0.117	0.141	0.203	0	0	0
grow	0	0.555	0	0	0.242	0	0	0.492
convergence	0	0.547	0	0	0	0	0	0
wimp	0	0	0.367	0.328	0	0	0	0
gent	0.076	0	0.188	0.141	0	0	0	0
unattainable	0.221	0	0	0	0	0.438	0	0
perennial	0	0	0	0	0	0	0	0.422
broke	0	0	0	0.438	0	0.484	0	0
nuisance	0.406	0	0	0	0	0	0	0
grateful	0	0	0	0	0.789	0	0	0
sappy	0	0	0	0	0	0	0	0.273
demented	0	0	0	0.641	0	0	0	0
attainable	0	0.578	0	0	0	0	0	0
dangerously	0	0	0	0.766	0	0	0	0
accolade	0	0.562	0	0	0.586	0	0.281	0.508
fell	0	0	0	0	0	0.453	0	0
stunned	0	0	0	0.625	0	0	0.820	0
prohibited	0.328	0	0.281	0.500	0	0	0	0
thirst	0	0.578	0	0	0	0.219	0.172	0
muchneeded	0	0	0	0	0.312	0	0	0
god	0	0.484	0	0.094	0.545	0	0	0.617
slop	0	0	0.641	0	0	0	0	0
pony	0	0	0	0	0.312	0	0	0
funk	0	0	0	0	0	0.375	0	0
rant	0.758	0	0	0	0	0	0	0
shabby	0	0	0.383	0	0	0	0	0
grievance	0.556	0	0.328	0	0	0.530	0	0
parietal	0	0	0	0	0	0	0	0.398
uncritical	0	0	0	0	0	0	0	0.469
accident	0	0	0	0.750	0	0.516	0.750	0
habitual	0	0.266	0	0	0	0	0	0
welcoming	0	0	0	0	0.500	0	0	0
attest	0	0	0	0	0	0	0	0.586
destructive	0.797	0	0.531	0.812	0	0	0	0
headaches	0	0	0	0.359	0	0	0	0
horrifying	0	0	0.641	0.906	0	0.907	0	0
nerds	0	0	0	0	0	0	0	0.500
memorable	0	0	0	0	0.500	0	0.336	0.539
perishing	0	0	0	0.672	0	0.804	0	0
outpost	0	0	0	0.328	0	0	0	0
unemployed	0	0	0	0.391	0	0.359	0	0
indefensible	0	0	0	0.484	0	0	0	0
harmful	0.672	0	0.562	0.797	0	0.578	0	0
eternity	0	0	0	0	0	0.266	0	0
abhorrent	0.875	0	0.680	0.672	0	0	0	0
banshee	0.561	0	0.469	0.641	0	0.391	0	0
reunion	0	0.719	0	0	0.375	0	0	0.555
justthebeginning	0.152	0	0	0	0	0	0	0
politics	0.234	0	0	0	0	0	0	0
despise	0.750	0	0.570	0	0	0	0	0
sothankful	0	0	0	0	0.781	0	0	0
full	0	0	0	0	0.375	0	0	0
covenant	0	0	0	0	0	0	0	0.672
instinctive	0.112	0	0.258	0.234	0	0	0	0
dolphin	0	0	0	0	0.348	0	0.117	0.367
unpleasant	0	0	0.477	0	0	0.530	0	0
adhering	0	0	0	0	0	0	0	0.570
mimicry	0	0	0	0	0	0	0.266	0
gladness	0	0	0	0	0.803	0	0	0
restless	0	0	0	0.204	0	0	0	0
badday	0	0	0	0	0	0.439	0	0
nothingbetter	0	0	0	0	0.647	0	0	0
strife	0.625	0	0	0	0	0	0	0
countryside	0	0	0	0	0.250	0	0	0
striking	0	0	0	0	0	0	0.672	0
dissident	0.485	0	0	0.422	0	0	0	0
separation	0	0	0	0.391	0	0	0	0
vexed	0.586	0	0	0	0	0	0	0
cemetery	0	0	0	0.541	0	0.766	0	0
devout	0	0.438	0	0	0.273	0	0	0.562
fortress	0	0	0	0.281	0	0.110	0	0.461
painfully	0	0	0	0	0	0.758	0	0
impressionable	0	0	0	0	0	0	0	0.430
heartsick	0	0	0.336	0	0	0	0	0
impotence	0.344	0	0	0.531	0	0.625	0	0
date	0	0	0	0	0.344	0	0	0
crouch	0	0	0	0.266	0	0	0	0
share	0	0.445	0	0	0.438	0	0	0.586
unpopular	0	0	0.227	0	0	0.359	0	0
grrr	0.516	0	0	0	0	0	0	0
somatic	0	0	0	0	0	0	0.266	0
whoo	0	0	0	0	0.594	0	0	0
youth	0.045	0.492	0	0.062	0.375	0	0.172	0
flagship	0	0	0	0	0	0	0	0.469
alliance	0	0	0	0	0.368	0	0	0.727
unlawful	0.451	0	0.406	0.519	0	0.455	0	0
revels	0	0	0	0	0.562	0	0	0
untidy	0	0	0.422	0	0	0	0	0
jovial	0	0	0	0	0.814	0	0	0
uninterested	0	0	0	0	0	0.223	0	0
hotyoga	0	0	0	0	0.347	0	0	0
confront	0.582	0	0	0	0	0	0	0
constraint	0.455	0	0	0.500	0	0.288	0	0
moral	0.094	0	0	0	0	0	0	0.758
unprecedented	0	0	0	0	0	0	0.695	0
accredited	0	0	0	0	0	0	0	0.672
axiom	0	0	0	0	0	0	0	0.422
spew	0	0	0.641	0	0	0	0	0
ehh	0	0	0	0	0	0	0	0.188
evil	0.706	0	0.758	0.833	0	0.672	0	0
hymn	0	0.383	0	0	0.375	0.064	0	0.422
dispassionate	0	0	0	0	0	0.422	0	0
generous	0	0	0	0	0.609	0	0	0.594
sob	0	0	0	0	0	0.688	0	0
ripen	0	0.625	0	0	0	0	0	0
frankenstorm	0	0	0	0.672	0	0	0	0
celestial	0	0.531	0	0	0.547	0	0	0
lava	0.234	0	0	0.588	0	0	0	0
died	0	0	0	0	0	0.906	0	0
depressing	0	0	0.375	0	0	0.906	0	0
health	0	0	0	0	0.493	0	0	0
living	0	0	0	0	0.312	0	0	0
disappoint	0.409	0	0.383	0	0	0.609	0	0
obesity	0	0	0.695	0	0	0.359	0	0
forbid	0	0	0	0	0	0.438	0	0
resignation	0	0	0	0	0	0.547	0.281	0
risky	0	0.617	0	0.562	0	0	0	0
actress	0	0	0	0	0	0	0	0.305
sneer	0.574	0	0.539	0	0	0	0	0
refugee	0	0	0	0	0	0.453	0	0
terribly	0	0	0	0	0	0.641	0	0
slap	0.791	0	0	0	0	0	0.680	0
pow	0.515	0	0	0	0	0	0	0
network	0	0.289	0	0	0	0	0	0
awe	0	0	0	0	0	0	0.719	0
consul	0	0	0	0	0	0	0	0.477
pin	0	0	0	0	0	0	0	0.297
principal	0	0	0	0	0	0	0	0.570
disregarded	0	0	0.297	0	0	0	0	0
kill	0	0	0	0.962	0	0.797	0	0
sequestration	0	0	0	0	0	0.516	0	0
exciting	0	0.797	0	0	0.853	0	0.672	0
expedition	0	0.641	0	0	0	0	0	0
afraid	0	0	0	0.844	0	0	0	0
insist	0.182	0	0	0	0	0	0	0
achieve	0	0	0	0	0.641	0	0	0.656
solidarity	0	0	0	0	0	0	0	0.648
talons	0.297	0	0	0.547	0	0	0	0
elated	0	0	0	0	0.894	0	0	0
downfall	0	0	0	0.500	0	0.594	0	0
hopelessness	0.149	0	0.438	0.531	0	0.844	0	0
theology	0	0.359	0	0	0	0	0	0
spectacular	0	0.641	0	0	0.912	0	0.688	0
harry	0.212	0	0	0	0	0.109	0	0
romp	0	0	0	0	0.348	0	0	0
answerable	0	0	0	0	0	0	0	0.531
prospection	0	0.719	0	0	0	0	0	0
faithful	0	0	0	0	0.529	0	0	0.797
uneasiness	0	0.555	0	0	0	0.469	0	0
hindering	0	0	0	0	0	0.359	0	0
exile	0.469	0	0	0.516	0	0.742	0	0
effective	0	0	0	0	0	0	0	0.469
noisy	0.250	0	0	0	0	0	0	0
interment	0	0	0	0	0	0.578	0	0
slug	0	0	0.594	0	0	0	0	0
defection	0	0	0	0.398	0	0	0	0
laughable	0	0	0.180	0	0	0	0	0
battlefield	0	0	0	0.656	0	0	0	0
abject	0	0	0.438	0	0	0	0	0
urn	0	0	0	0	0	0.562	0	0
pawn	0	0	0	0	0	0	0	0.211
claustrophobia	0	0	0	0.803	0	0	0	0
happyholidays	0	0	0	0	0.750	0	0	0
gluttony	0	0	0.625	0	0	0	0	0
wrangling	0.562	0	0.273	0.531	0	0.359	0	0
grope	0.576	0	0.703	0.453	0	0	0	0
humanitarian	0	0.383	0	0	0.469	0	0.195	0.695
supplication	0	0	0	0	0	0	0	0.422
veryangry	0.913	0	0	0	0	0	0	0
commerce	0	0	0	0	0	0	0	0.461
unfulfilled	0.225	0.391	0	0	0	0.547	0.195	0
forlorn	0	0	0	0	0	0.625	0	0
inaffable	0	0	0	0	0	0	0.312	0
accusation	0.510	0	0.523	0	0	0	0	0
earthquake	0.391	0	0	0.812	0	0.734	0.812	0
burial	0.304	0	0	0.703	0	0.812	0	0
anchorage	0	0	0	0	0	0.250	0	0
diabolical	0.788	0	0.727	0.703	0	0	0	0
worse	0	0	0	0.484	0	0.453	0	0
contraband	0.281	0	0.484	0.464	0	0	0	0
infraction	0.485	0	0	0	0	0	0	0
listneing	0	0	0	0	0.212	0	0	0
opinionated	0.359	0	0	0	0	0	0	0
joys	0	0	0	0	0.818	0	0	0
iron	0	0	0	0	0	0	0	0.398
fierce	0.812	0	0.352	0.469	0	0	0	0
creditable	0	0	0	0	0	0	0	0.711
overdrive	0	0	0	0.234	0	0	0	0
deceiving	0	0	0	0	0	0	0	0.203
coexisting	0	0	0	0	0	0	0	0.578
yaaay	0	0	0	0	0.706	0	0	0
gifts	0	0	0	0	0.547	0	0	0
assessor	0	0	0	0	0	0	0	0.375
beauty	0	0	0	0	0.621	0	0	0
idolatry	0	0	0.500	0.469	0	0	0	0
ourselves	0	0	0	0	0	0	0	0.523
beastly	0	0	0.555	0.688	0	0	0	0
repudiation	0.510	0	0.539	0	0	0	0	0
handgel	0	0	0	0	0	0	0	0.320
bestfeeling	0	0	0	0	0.712	0	0	0
terrible	0.688	0	0.562	0.594	0	0.578	0	0
makingdisciples	0	0	0	0	0.136	0	0	0
assembly	0	0	0	0	0	0	0	0.484
rascal	0.234	0	0.258	0.250	0	0	0	0
loathe	0.909	0	0.617	0	0	0	0	0
crypt	0	0	0	0.566	0	0.594	0	0
flexin	0.281	0	0	0	0	0	0	0
intrigue	0	0.648	0	0.188	0	0	0.430	0
interrogate	0	0	0	0.375	0	0	0	0
maniac	0.670	0	0	0.781	0	0	0	0
utopian	0	0.500	0	0	0.719	0	0	0.430
deluge	0	0	0	0.287	0	0.402	0.602	0
crew	0	0	0	0	0	0	0	0.445
angriest	0.864	0	0	0	0	0	0	0
sensation	0	0	0	0	0	0	0.531	0
expulsion	0.641	0	0.578	0.547	0	0.469	0	0
prognosis	0	0.641	0	0.217	0	0	0	0
morning	0	0	0	0	0.250	0	0	0
huff	0.469	0	0.273	0	0	0	0	0
clamor	0.455	0.578	0.156	0	0	0	0.680	0
paralysis	0.295	0.211	0	0.734	0	0.719	0	0
mourn	0	0	0	0	0	0.828	0	0
revolt	0.734	0	0	0	0	0	0.656	0
wreak	0.672	0	0	0	0	0	0	0
interviewer	0	0	0	0.172	0	0	0	0
cartridge	0	0	0	0.281	0	0	0	0
villain	0	0	0	0.595	0	0	0	0
posse	0	0	0	0.266	0	0	0	0
await	0	0.633	0	0	0	0	0	0
sortie	0	0	0	0.359	0	0	0	0
weeds	0	0	0	0	0	0.156	0	0
architecture	0	0	0	0	0	0	0	0.539
evergreen	0	0	0	0	0.281	0	0	0.531
vent	0.456	0	0	0	0	0	0	0
donkey	0	0	0.211	0	0	0	0	0
follower	0	0	0	0	0	0	0	0.391
barb	0.422	0	0	0	0	0	0	0
disqualified	0.328	0	0.227	0	0	0.435	0	0
confinement	0.531	0	0	0.507	0	0.439	0	0
confine	0.547	0	0	0.562	0	0.406	0	0
coldness	0.477	0	0.266	0.375	0	0.391	0	0
encyclopedia	0	0	0	0	0	0	0	0.672
anger	0.811	0	0	0	0	0	0	0
hilarious	0	0	0	0	0.672	0	0.461	0
isolation	0	0	0	0	0	0.703	0	0
paean	0	0	0	0	0	0	0	0.391
crowds	0	0	0	0.266	0	0	0	0
lovable	0	0	0	0	0.773	0	0	0.648
statistical	0	0	0	0	0	0	0	0.445
astonishment	0	0	0	0	0.547	0	0.805	0
proficiency	0	0.414	0	0	0.359	0	0.344	0.656
surprised	0	0	0	0	0	0	0.867	0
ashamed	0	0	0.438	0	0	0.719	0	0
